zip,zip_lat,zip_long,fac_long,fac_lat,facility_name,nearest_distance
27006,35.944562,-80.437631,-80.572005,35.899528,Davie County Hospital,8.152050775
27007,36.376884,-80.596265,-80.611253,36.488313,Northern Hospital of Surry County,7.73012395
27009,36.22393,-80.080018,-80.27158,36.090634,North Carolina Baptist Hospitals,14.11649962
27010,36.1822,-80.3384,-80.300567,36.085231,NCBH Outpatient Endoscopy Center,7.014204329
27011,36.209184,-80.693772,-80.671282,36.134519,Hoots Memorial Hospital,5.300490424
27012,36.004018,-80.371445,-80.304786,36.061305,Digestive Health Endoscopy Center,5.435890251
27013,35.763468,-80.70373,-80.831029,35.817579,Piedmont HealthCare Endoscopy Center,8.067144256
27014,35.811967,-80.554258,-80.572005,35.899528,Davie County Hospital,6.119832012
27016,36.444588,-80.21657,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,2.002177423
27017,36.375294,-80.804534,-80.837841,36.262262,Hugh Chatham Memorial Hospital - Inc.,8.013842323
27018,36.194473,-80.530126,-80.671282,36.134519,Hoots Memorial Hospital,8.910818081
27019,36.291218,-80.238076,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,8.730228709
27020,36.10595,-80.819786,-80.671282,36.134519,Hoots Memorial Hospital,8.539468621
27021,36.326683,-80.338048,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,8.701470311
27022,36.503332,-80.211368,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,5.999952048
27023,36.092164,-80.44061,-80.300567,36.085231,NCBH Outpatient Endoscopy Center,7.853372751
27024,36.516657,-80.82397,-80.611253,36.488313,Northern Hospital of Surry County,12.00419675
27025,36.372196,-79.967095,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,14.98520266
27027,36.448735,-79.979965,-79.740136,36.493298,Morehead Memorial Hospital,13.70791828
27028,35.896995,-80.579514,-80.572005,35.899528,Davie County Hospital,0.456096902
27030,36.458463,-80.620723,-80.611253,36.488313,Northern Hospital of Surry County,2.125165962
27031,36.4995,-80.6078,-80.611253,36.488313,Northern Hospital of Surry County,0.795135177
27040,36.160688,-80.378555,-80.300567,36.085231,NCBH Outpatient Endoscopy Center,6.791046813
27041,36.413118,-80.47283,-80.611253,36.488313,Northern Hospital of Surry County,9.293860239
27042,36.342777,-80.055118,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,11.0305654
27043,36.339284,-80.44511,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,13.1613806
27045,36.241778,-80.29525,-80.27158,36.090634,North Carolina Baptist Hospitals,10.50710436
27046,36.480137,-80.096185,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,8.608191725
27047,36.31518,-80.581493,-80.611253,36.488313,Northern Hospital of Surry County,12.0550321
27048,36.463462,-79.907854,-79.740136,36.493298,Morehead Memorial Hospital,9.565288104
27049,36.5004,-80.6268,-80.611253,36.488313,Northern Hospital of Surry County,1.20183331
27050,36.240126,-80.39502,-80.300567,36.085231,NCBH Outpatient Endoscopy Center,11.91662858
27051,36.181824,-80.163394,-80.27158,36.090634,North Carolina Baptist Hospitals,8.727814639
27052,36.322771,-80.177976,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,7.154954121
27053,36.460714,-80.366714,-80.229915,36.417634,Stokes-Reynolds Memorial Hospital,8.181613145
27054,35.782858,-80.609361,-80.572005,35.899528,Davie County Hospital,8.314442673
27055,36.123283,-80.637072,-80.671282,36.134519,Hoots Memorial Hospital,2.064812441
27094,36.2404,-80.2936,-80.27158,36.090634,North Carolina Baptist Hospitals,10.40151116
27098,36.2404,-80.2936,-80.27158,36.090634,North Carolina Baptist Hospitals,10.40151116
27099,36.2404,-80.2936,-80.27158,36.090634,North Carolina Baptist Hospitals,10.40151116
27101,36.118017,-80.20037,-80.27158,36.090634,North Carolina Baptist Hospitals,4.409921315
27102,36.0983,-80.2466,-80.27158,36.090634,North Carolina Baptist Hospitals,1.494747821
27103,36.053601,-80.317729,-80.304786,36.061305,Digestive Health Endoscopy Center,0.898633661
27104,36.097729,-80.323493,-80.300567,36.085231,NCBH Outpatient Endoscopy Center,1.545806234
27105,36.165271,-80.240928,-80.27158,36.090634,North Carolina Baptist Hospitals,5.425339974
27106,36.148011,-80.324205,-80.300567,36.085231,NCBH Outpatient Endoscopy Center,4.527013438
27107,35.993781,-80.174643,-80.110222,35.881635,Thomasville Medical Center,8.535925139
27108,36.0866,-80.2488,-80.27158,36.090634,North Carolina Baptist Hospitals,1.30509022
27109,36.133262,-80.277173,-80.27158,36.090634,North Carolina Baptist Hospitals,2.95635735
27110,36.089442,-80.224365,-80.27158,36.090634,North Carolina Baptist Hospitals,2.644058831
27111,36.0986,-80.2468,-80.27158,36.090634,North Carolina Baptist Hospitals,1.491774266
27113,36.0983,-80.2466,-80.27158,36.090634,North Carolina Baptist Hospitals,1.494747821
27114,36.1004,-80.2485,-80.27158,36.090634,North Carolina Baptist Hospitals,1.456800841
27115,36.0967,-80.2507,-80.27158,36.090634,North Carolina Baptist Hospitals,1.241283777
27116,36.096,-80.2466,-80.27158,36.090634,North Carolina Baptist Hospitals,1.446298202
27117,36.0999,-80.2467,-80.27158,36.090634,North Carolina Baptist Hospitals,1.532140219
27120,36.1042,-80.2444,-80.27158,36.090634,North Carolina Baptist Hospitals,1.78587115
27127,36.022309,-80.290864,-80.304786,36.061305,Digestive Health Endoscopy Center,2.800000278
27130,36.0768,-80.2497,-80.27158,36.090634,North Carolina Baptist Hospitals,1.55251011
27150,36.1002,-80.2088,-80.27158,36.090634,North Carolina Baptist Hospitals,3.575157418
27152,36.1005,-80.2083,-80.27158,36.090634,North Carolina Baptist Hospitals,3.606504463
27155,36.1025,-80.2053,-80.27158,36.090634,North Carolina Baptist Hospitals,3.798789622
27157,36.0964,-80.2096,-80.27158,36.090634,North Carolina Baptist Hospitals,3.491788952
27198,36.1003,-80.2498,-80.27158,36.090634,North Carolina Baptist Hospitals,1.389367953
27199,36.0987,-80.2508,-80.27158,36.090634,North Carolina Baptist Hospitals,1.289232007
27201,36.0351,-79.4863,-79.494951,36.063006,Pioneer Surgery Center,1.984500575
27202,36.185335,-79.505692,-79.502537,36.06369,Alamance Regional Medical Center,8.390849233
27203,35.736995,-79.77037,-79.814838,35.711607,Randolph Hospital,3.052459083
27204,35.7075,-79.8137,-79.814838,35.711607,Randolph Hospital,0.290353058
27205,35.639792,-79.837802,-79.824267,35.70629,Asheboro Endoscopy Center,4.648362088
27207,35.596643,-79.376426,-79.423342,35.728261,Chatham Hospital,9.452273525
27208,35.580925,-79.535264,-79.423342,35.728261,Chatham Hospital,11.95414518
27209,35.338011,-79.755106,-79.458375,35.20635,Montgomery Memorial / FirstHealth Moore Regional,19.07787125
27212,36.463544,-79.274298,-79.666282,36.354475,Annie Penn Hospital,7.743154268
27213,35.6458,-79.4149,-79.423342,35.728261,Chatham Hospital,5.706133435
27214,36.205687,-79.675814,-79.798422,36.141827,HEALTHSOUTH Greensboro Specialty Surgical Center,8.148192674
27215,36.028661,-79.497186,-79.494951,36.063006,Pioneer Surgery Center,2.371804925
27216,36.0956,-79.4382,-79.494951,36.063006,Pioneer Surgery Center,3.891733386
27217,36.208934,-79.379092,-79.494951,36.063006,Pioneer Surgery Center,11.97009594
27228,35.7738,-79.1426,-79.052089,35.903608,University of North Carolina Hospital,10.29364237
27229,35.256275,-79.799824,-79.458375,35.20635,Montgomery Memorial / FirstHealth Moore Regional,19.62208277
27230,35.7518,-79.7317,-79.814838,35.711607,Randolph Hospital,5.4344589
27231,36.195652,-79.16997,-78.898765,36.040251,Davis Ambulatory,13.33513164
27233,35.893897,-79.699856,-79.814838,35.711607,Randolph Hospital,14.13298564
27235,36.095873,-80.00471,-80.011967,35.962461,High Point Regional Health System,9.209308458
27237,35.5532,-79.2348,-79.188794,35.468961,Central Carolina Hospital,6.361599244
27239,35.620257,-80.085057,-79.824267,35.70629,Asheboro Endoscopy Center,15.82954728
27242,35.334064,-79.6397,-79.458375,35.20635,Montgomery Memorial / FirstHealth Moore Regional,13.516251
27243,36.065892,-79.199567,-79.052089,35.903608,University of North Carolina Hospital,13.91291932
27244,36.2048,-79.486089,-79.502537,36.06369,Alamance Regional Medical Center,9.774775056
27247,35.4403,-79.7839,-79.824267,35.70629,Asheboro Endoscopy Center,18.48220399
27248,35.779764,-79.708304,-79.814838,35.711607,Randolph Hospital,7.612998636
27249,36.171053,-79.585608,-79.502537,36.06369,Alamance Regional Medical Center,8.742157347
27252,35.564048,-79.344892,-79.188794,35.468961,Central Carolina Hospital,10.97442663
27253,35.967271,-79.335749,-79.494951,36.063006,Pioneer Surgery Center,11.0970539
27256,35.566626,-79.282779,-79.188794,35.468961,Central Carolina Hospital,8.569065656
27258,36.044768,-79.323364,-79.494951,36.063006,Pioneer Surgery Center,9.690656006
27259,35.4793,-79.5233,-79.423342,35.728261,Chatham Hospital,18.0669338
27260,35.95657,-79.992752,-80.011967,35.962461,High Point Regional Health System,1.151355695
27261,35.9557,-80.0057,-80.014503,35.959985,Bethany Medical Endoscopy Group,0.575254237
27262,35.953398,-80.044314,-80.016582,35.961258,High Point Endoscopy Center,1.646627442
27263,35.906674,-79.953118,-80.014503,35.959985,Bethany Medical Endoscopy Group,5.036669474
27264,35.9557,-80.0057,-80.014503,35.959985,Bethany Medical Endoscopy Group,0.575254237
27265,36.011878,-80.039182,-80.016582,35.961258,High Point Endoscopy Center,3.713521979
27278,36.069564,-79.064393,-78.935258,36.004745,Duke South / Duke Clinic at Duke University Hospital,8.502776281
27281,35.183468,-79.640032,-79.458318,35.200801,FirstHealth Moore Regional Hospital,10.35476429
27282,35.994324,-79.92963,-80.011967,35.962461,High Point Regional Health System,5.11156572
27283,35.950208,-79.631599,-79.502537,36.06369,Alamance Regional Medical Center,10.65556064
27284,36.118256,-80.07602,-80.27158,36.090634,North Carolina Baptist Hospitals,11.10868507
27285,36.1199,-80.0738,-80.27158,36.090634,North Carolina Baptist Hospitals,11.25077378
27288,36.485107,-79.738993,-79.740136,36.493298,Morehead Memorial Hospital,0.568484456
27289,36.4884,-79.7667,-79.740136,36.493298,Morehead Memorial Hospital,1.517369158
27291,36.389013,-79.170394,-79.666282,36.354475,Annie Penn Hospital,0
27292,35.732286,-80.191576,-80.287397,35.802946,Lexington Memorial Hospital / Wake Forest Baptist Health,7.262458249
27293,35.8238,-80.2538,-80.287397,35.802946,Lexington Memorial Hospital / Wake Forest Baptist Health,2.372599689
27294,35.8238,-80.2538,-80.287397,35.802946,Lexington Memorial Hospital / Wake Forest Baptist Health,2.372599689
27295,35.874112,-80.330925,-80.287397,35.802946,Lexington Memorial Hospital / Wake Forest Baptist Health,5.482534204
27298,35.887051,-79.563156,-79.502537,36.06369,Alamance Regional Medical Center,12.64628963
27299,35.760581,-80.387007,-80.287397,35.802946,Lexington Memorial Hospital / Wake Forest Baptist Health,6.313748383
27301,36.113694,-79.670372,-79.778773,36.096318,Guilford Endoscopy Center,6.1836307
27302,36.136502,-79.267004,-79.494951,36.063006,Pioneer Surgery Center,13.72734913
27305,36.508343,-79.217338,-79.666282,36.354475,Annie Penn Hospital,8.635446093
27306,35.219835,-79.974232,-80.194304,35.362616,Stanly Regional Medical Center,15.86573587
27310,36.172118,-79.991758,-79.798422,36.141827,HEALTHSOUTH Greensboro Specialty Surgical Center,11.01241999
27311,36.462774,-79.480087,-79.666282,36.354475,Annie Penn Hospital,12.78766134
27312,35.753878,-79.205479,-79.423342,35.728261,Chatham Hospital,12.37492365
27313,35.928908,-79.750414,-79.78429,36.087891,Eagle Endoscopy Center,11.12680982
27314,36.293418,-79.194779,-79.494951,36.063006,Pioneer Surgery Center,6.73167378
27315,36.500448,-79.39326,-79.666282,36.354475,Annie Penn Hospital,14.60400252
27316,35.687416,-79.616002,-79.423342,35.728261,Chatham Hospital,11.19586719
27317,35.838808,-79.797691,-79.814838,35.711607,Randolph Hospital,8.824406139
27320,36.341886,-79.64371,-79.666282,36.354475,Annie Penn Hospital,1.529569733
27323,36.3547,-79.6644,-79.666282,36.354475,Annie Penn Hospital,0.106128216
27325,35.457928,-79.551779,-79.453529,35.209543,Pinehurst Medical Clinic Endoscopy Center,18.00436932
27326,36.445874,-79.549546,-79.666282,36.354475,Annie Penn Hospital,9.060446012
27330,35.51048,-79.199727,-79.188794,35.468961,Central Carolina Hospital,2.928608981
27331,35.4797,-79.1809,-79.188794,35.468961,Central Carolina Hospital,0.864076006
27332,35.365704,-79.148242,-79.190041,35.464606,Mid Carolina Gasttroenterology Associates,7.216387258
27340,35.9472,-79.322,-79.494951,36.063006,Pioneer Surgery Center,12.55766777
27341,35.521479,-79.696354,-79.824267,35.70629,Asheboro Endoscopy Center,14.63858038
27342,36.07554,-79.630273,-79.502537,36.06369,Alamance Regional Medical Center,7.198196188
27343,36.494574,-79.092734,-78.594532,36.325957,Granville Medical Center,8.469222676
27344,35.717116,-79.440848,-79.423342,35.728261,Chatham Hospital,1.248884893
27349,35.897854,-79.400424,-79.423342,35.728261,Chatham Hospital,11.76565006
27350,35.797443,-79.896332,-79.824267,35.70629,Asheboro Endoscopy Center,7.47803967
27351,35.6676,-80.2672,-80.287397,35.802946,Lexington Memorial Hospital / Wake Forest Baptist Health,9.402072536
27355,35.796228,-79.56882,-79.423342,35.728261,Chatham Hospital,9.424615052
27356,35.43541,-79.796564,-79.824267,35.70629,Asheboro Endoscopy Center,18.74403927
27357,36.26935,-79.972774,-79.798422,36.141827,HEALTHSOUTH Greensboro Specialty Surgical Center,13.12642305
27358,36.22888,-79.87233,-79.798422,36.141827,HEALTHSOUTH Greensboro Specialty Surgical Center,7.287953755
27359,36.0211,-79.3614,-79.494951,36.063006,Pioneer Surgery Center,8.01870007
27360,35.863779,-80.101318,-80.110222,35.881635,Thomasville Medical Center,1.328900778
27361,35.8825,-80.0824,-80.110222,35.881635,Thomasville Medical Center,1.562521054
27370,35.803155,-79.981124,-80.110222,35.881635,Thomasville Medical Center,9.046106995
27371,35.431521,-79.953804,-80.194304,35.362616,Stanly Regional Medical Center,14.3860166
27373,36.0101,-80.1394,-80.016582,35.961258,High Point Endoscopy Center,7.663476551
27374,35.9029,-80.2573,-80.287397,35.802946,Lexington Memorial Hospital / Wake Forest Baptist Health,7.096884009
27375,36.4,-79.7732,-79.740136,36.493298,Morehead Memorial Hospital,6.692997525
27376,35.251594,-79.533942,-79.458375,35.20635,Montgomery Memorial / FirstHealth Moore Regional,5.292582797
27377,36.037424,-79.607189,-79.502537,36.06369,Alamance Regional Medical Center,6.134184091
27379,36.385034,-79.345745,-79.666282,36.354475,Annie Penn Hospital,9.781773259
27401,36.071916,-79.769346,-79.78429,36.087891,Eagle Endoscopy Center,1.383307612
27402,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27403,36.061556,-79.823444,-79.826388,36.081803,Wesley Long Community Hospital,1.405974208
27404,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27405,36.115362,-79.738186,-79.778773,36.096318,Guilford Endoscopy Center,2.623696755
27406,35.991318,-79.761739,-79.78429,36.087891,Eagle Endoscopy Center,6.77857314
27407,36.006178,-79.872066,-79.826388,36.081803,Wesley Long Community Hospital,5.808908272
27408,36.102377,-79.815407,-79.82411,36.083319,Greensboro Center for Digestive Diseases / LeBaurer Endoscopy Center,1.401655277
27409,36.105506,-79.936434,-79.826388,36.081803,Wesley Long Community Hospital,6.372572051
27410,36.11,-79.895031,-79.826388,36.081803,Wesley Long Community Hospital,4.305967715
27411,36.078398,-79.770908,-79.78429,36.087891,Eagle Endoscopy Center,0.994852573
27412,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27413,36.06992,-79.81084,-79.82411,36.083319,Greensboro Center for Digestive Diseases / LeBaurer Endoscopy Center,1.185628098
27415,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27416,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27417,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27419,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27420,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27425,36.0728,-79.7939,-79.78429,36.087891,Eagle Endoscopy Center,1.171533948
27427,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27429,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27435,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27438,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27455,36.18243,-79.80822,-79.798422,36.141827,HEALTHSOUTH Greensboro Specialty Surgical Center,2.853223636
27495,36.0444,-79.8596,-79.826388,36.081803,Wesley Long Community Hospital,3.179851444
27497,36.0706,-79.7662,-79.78429,36.087891,Eagle Endoscopy Center,1.564429219
27498,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27499,36.0726,-79.7925,-79.78429,36.087891,Eagle Endoscopy Center,1.150308173
27501,35.480986,-78.692003,-78.669739,35.327385,Good Hope Hospital - Inc,10.66582054
27502,35.711544,-78.9187,-78.808641,35.754831,Raleigh Endoscopy Center - Cary,6.870425084
27503,36.151666,-78.883758,-78.898765,36.040251,Davis Ambulatory,7.729237731
27504,35.417557,-78.498316,-78.618775,35.313149,Kurt G. Vernon - M.D.,9.905711429
27505,35.417365,-78.996082,-79.190041,35.464606,Mid Carolina Gasttroenterology Associates,11.41955355
27506,35.407016,-78.739058,-78.669739,35.327385,Good Hope Hospital - Inc,6.743805875
27507,36.495826,-78.554822,-78.594532,36.325957,Granville Medical Center,11.92252386
27508,35.959052,-78.247241,-78.294053,36.112408,Franklin Regional Medical Center,10.89590806
27509,36.129644,-78.766572,-78.898765,36.040251,Davis Ambulatory,9.631233868
27510,35.910972,-79.082087,-79.052089,35.903608,University of North Carolina Hospital,1.757913703
27511,35.759644,-78.779491,-78.779984,35.740241,WakeMed Cary Hospital,1.338290503
27512,35.7917,-78.7816,-78.808641,35.754831,Raleigh Endoscopy Center - Cary,2.961972554
27513,35.803578,-78.79569,-78.808641,35.754831,Raleigh Endoscopy Center - Cary,3.439415993
27514,35.967136,-79.040886,-79.052089,35.903608,University of North Carolina Hospital,4.42576121
27515,35.9131,-79.0563,-79.052089,35.903608,University of North Carolina Hospital,0.695899757
27516,35.922166,-79.160724,-79.052089,35.903608,University of North Carolina Hospital,6.227200504
27517,35.841038,-79.02982,-79.052089,35.903608,University of North Carolina Hospital,4.49221305
27518,35.73379,-78.77135,-78.779984,35.740241,WakeMed Cary Hospital,0.658430168
27519,35.813926,-78.882067,-78.808641,35.754831,Raleigh Endoscopy Center - Cary,5.799009734
27520,35.614603,-78.457851,-78.334167,35.513067,Johnston Memorial Hospital,9.878602619
27521,35.419231,-78.661155,-78.669739,35.327385,Good Hope Hospital - Inc,6.351702618
27522,36.105278,-78.681791,-78.897442,36.037674,Durham Regional Hospital,12.94240052
27523,35.79427,-78.918739,-78.808641,35.754831,Raleigh Endoscopy Center - Cary,6.758447085
27524,35.418054,-78.369767,-78.334167,35.513067,Johnston Memorial Hospital,6.852546537
27525,36.116257,-78.472552,-78.294053,36.112408,Franklin Regional Medical Center,9.991632674
27526,35.5435,-78.832778,-78.779984,35.740241,WakeMed Cary Hospital,13.888398
27527,35.640522,-78.37852,-78.334167,35.513067,Johnston Memorial Hospital,9.137135605
27528,35.6462,-78.4517,-78.334167,35.513067,Johnston Memorial Hospital,11.31888607
27529,35.646575,-78.5757,-78.588742,35.786371,WakeMed Raleigh Campus,9.667942225
27530,35.370014,-78.1093,-77.953538,35.401633,Goldsboro Endoscopy Center,9.061820273
27531,35.344447,-77.965928,-77.953246,35.400761,Wayne Memorial Hospital,3.948595195
27532,35.3849,-77.9931,-77.953246,35.400761,Wayne Memorial Hospital,2.501995644
27533,35.3849,-77.9931,-77.953246,35.400761,Wayne Memorial Hospital,2.501995644
27534,35.360718,-77.902523,-77.953246,35.400761,Wayne Memorial Hospital,3.978544752
27536,36.321797,-78.41235,-78.447969,36.330472,Maria Parham Hospital,2.075817939
27537,36.371868,-78.379098,-78.447969,36.330472,Maria Parham Hospital,4.786703927
27539,35.683338,-78.813264,-78.779984,35.740241,WakeMed Cary Hospital,4.347455085
27540,35.604561,-78.861222,-78.779984,35.740241,WakeMed Cary Hospital,10.41311679
27541,36.263087,-79.073615,-78.898765,36.040251,Davis Ambulatory,10.22689815
27542,35.612938,-78.150546,-78.334167,35.513067,Johnston Memorial Hospital,12.42851844
27543,35.3968,-78.8094,-78.669739,35.327385,Good Hope Hospital - Inc,9.227257168
27544,36.199648,-78.45392,-78.447969,36.330472,Maria Parham Hospital,9.028334663
27545,35.791996,-78.475758,-78.588742,35.786371,WakeMed Raleigh Campus,6.359942776
27546,35.345167,-78.868212,-78.669739,35.327385,Good Hope Hospital - Inc,11.2811252
27549,36.082942,-78.212862,-78.294053,36.112408,Franklin Regional Medical Center,4.977749863
27551,36.410308,-78.051264,-77.648553,36.434252,Halifax Regional Medical Center,22.50647826
27552,35.4167,-78.9339,-79.190041,35.464606,Mid Carolina Gasttroenterology Associates,14.82673849
27553,36.469223,-78.300888,-78.447969,36.330472,Maria Parham Hospital,12.6020185
27555,35.56302,-78.201716,-78.334167,35.513067,Johnston Memorial Hospital,8.221584317
27556,36.4007,-78.3248,-78.447969,36.330472,Maria Parham Hospital,8.405661662
27557,35.787673,-78.203331,-77.946287,35.766007,Carolina Gastroenterology Specialists,14.52153037
27559,35.614786,-79.063347,-79.188794,35.468961,Central Carolina Hospital,12.2922881
27560,35.861991,-78.818149,-78.793261,35.900152,Duke GI at Brier Creek,2.979284334
27562,35.641473,-78.967191,-78.808641,35.754831,Raleigh Endoscopy Center - Cary,11.85928372
27563,36.48813,-78.190525,-78.447969,36.330472,Maria Parham Hospital,18.00524263
27565,36.350442,-78.648391,-78.594532,36.325957,Granville Medical Center,3.447090221
27568,35.512002,-78.239157,-78.334167,35.513067,Johnston Memorial Hospital,5.357159549
27569,35.43251,-78.165607,-78.334167,35.513067,Johnston Memorial Hospital,11.01180295
27570,36.457338,-78.238143,-78.447969,36.330472,Maria Parham Hospital,14.60910349
27571,35.92001,-78.457368,-78.606016,35.897205,GastroIntestinal Healthcare,8.486390623
27572,36.252422,-78.894862,-78.898765,36.040251,Davis Ambulatory,14.63360999
27573,36.410992,-78.976852,-78.594532,36.325957,Granville Medical Center,10.89644247
27574,36.416324,-78.939927,-78.594532,36.325957,Granville Medical Center,12.98604783
27576,35.58806,-78.251706,-78.334167,35.513067,Johnston Memorial Hospital,6.952400429
27577,35.480752,-78.349111,-78.334167,35.513067,Johnston Memorial Hospital,2.382327813
27581,36.208327,-78.732405,-78.594532,36.325957,Granville Medical Center,11.18468657
27582,36.451952,-78.572756,-78.594532,36.325957,Granville Medical Center,8.773794289
27583,36.298946,-78.925316,-78.898765,36.040251,Davis Ambulatory,15.01829593
27584,36.519456,-78.44137,-78.447969,36.330472,Maria Parham Hospital,13.03872985
27586,36.4264,-78.0037,-77.648553,36.434252,Halifax Regional Medical Center,19.8001197
27587,35.981296,-78.550181,-78.606016,35.897205,GastroIntestinal Healthcare,6.590353501
27588,35.9798,-78.5102,-78.606016,35.897205,GastroIntestinal Healthcare,7.830445705
27589,36.324908,-78.135612,-78.294053,36.112408,Franklin Regional Medical Center,17.12184615
27591,35.783706,-78.390286,-78.588742,35.786371,WakeMed Raleigh Campus,11.15251237
27592,35.565346,-78.66091,-78.762068,35.742134,Center for Digestive Diseases and Cary Endoscopy Center,13.45475027
27593,35.5829,-78.3549,-78.334167,35.513067,Johnston Memorial Hospital,4.955147467
27594,36.4865,-78.1714,-78.447969,36.330472,Maria Parham Hospital,18.80159183
27596,36.002084,-78.444731,-78.294053,36.112408,Franklin Regional Medical Center,11.36111245
27597,35.820692,-78.323718,-78.588742,35.786371,WakeMed Raleigh Campus,15.07486795
27599,35.9134,-79.0561,-79.052089,35.903608,University of North Carolina Hospital,0.711767117
27601,35.775211,-78.634324,-78.588742,35.786371,WakeMed Raleigh Campus,2.674450088
27602,35.7719,-78.6388,-78.588742,35.786371,WakeMed Raleigh Campus,2.984669526
27603,35.683682,-78.664144,-78.762068,35.742134,Center for Digestive Diseases and Cary Endoscopy Center,6.824667764
27604,35.816936,-78.563843,-78.588742,35.786371,WakeMed Raleigh Campus,2.529637829
